title,slug,shortId,duration,shortDescription,learningObjectives,instructors_0_user,instructors_1_user,instructors_2_user
Updates in Portal Hypertensive Bleeding,updates-in-portal-hypertensive-bleeding,BJZLxsM0O3g-,2523,In this talk Dr. Hameed presents:\r\nNatural history of cirrhosis and varices.\r\nPrimary and secondary prophylaxis.\r\nManaging bleeds,,5908728ab8e586000409cb74,,
Peptic Ulcer Disease,peptic-ulcer-disease,ByfLxjzR_3x-,2255,Dr. Islam presents:\r\nPeptic ulcer disease and NSAIDs.\r\nPeptic ulcer disease and the role of H. Pylori.\r\nComplications including ulcers and cancer (lymphoma).,,590796c759ecd70004fc2d4d,,
Oropharyngeal Dysphagia,oropharyngeal-dysphagia,SkXLxiGAO3gW,450,Dr. Islam presents following topics about oropharyngeal dysphagia.\r\nSymptoms\r\nHistory\r\nD/D from esophageal dysphagia.,,590796c759ecd70004fc2d4d,,
Clinical Diagnosis and Treatment of Hiatal Hernia,clinical-diagnosis-and-treatment-of-hiatal-hernia,SJE8xsfR_2x-,211,Dr. Sameer presents the following discussion for a hiatal hernia.\r\nDefinition\r\nDifferential diagnosis\r\nSymptoms\r\nDiagnosis\r\nTreatment,,590796c759ecd70004fc2d4d,,
Gastroesophageal Reflux Disease (GERD),gastroesophageal-reflux-disease-gerd,HkrIgjMROhxb,1518,Dr. Islam discusses following topics about gastroesophageal reflux and heartburn.\r\nIntroduction\r\nDefinition\r\nRisk Factors\r\nDiagnosis\r\nTreatment,[  ],590796c759ecd70004fc2d4d,,
Obesity: An introduction and Overview,obesity-an-introduction-and-overview,S18UejzRdhgW,539,Dr. Sameer Islam presents the following topics about obesity\r\nBackground\r\nSurgical Treatment\r\nEndoscopic Treatment,[  ],590796c759ecd70004fc2d4d,,
"Hepatitis B Labs (LFTs, Liver Function Tests)",hepatitis-b-labs-lfts-liver-function-tests,S1PLgiMAune-,1564,Dr. Syed presents liver function tests data and their interpretation for hepatitis B.\r\n\r\nHepatitis B virus labs are discussed.\r\n\r\nThe window period is discussed.\r\n\r\nHepatitis B Virus.\r\n\r\nImmune response.\r\n\r\nALT and AST enzyme.\r\n\r\nDifferentiating between the labs of a chronic alcoholic vs viral hepatitis.\r\n{article:https://articles.drbeen.com/2016/05/25/hepatitis-b-and-its-labs/},[  ],57c6515c1a4f528e46bc4708,,
Overview of the Pediatric Vaccination Schedules,overview-of-the-pediatric-vaccination-schedules,r1_LlsGROhx-,6981,,[  ],57c6515b1a4f528e46bc46b9,,
Stroke vs. Bell's Palsy: Key Distinguishing Factors,stroke-vs-bells-palsy-key-distinguishing-factors,Hyt8eiM0_2gb,795,Presenter: Dr. Syed,,57c6515c1a4f528e46bc4708,,
Parkinson's Disease,parkinsons-disease,B19LejzAOhl-,2320,This video presents the one of the degenerative disease of the brain - Parkinsonism.,[  ],57c6515c1a4f528e46bc4708,,
Parkinson's Disease Review,parkinsons-disease-review,S1jLeizCO3xZ,454,Review\r\n\r\nThis video presents the one of the degenerative disease of the brain - Parkinsonism.,[  ],57c6515c1a4f528e46bc4708,,
Alzheimer's Disease,alzheimers-disease,H128gsG0_3gb,2822,This video presents one of the neurodegenerative diseases - Alzheimer's.,,57c6515c1a4f528e46bc4708,,
Alzheimer's Disease Review,alzheimers-disease-review,HJTLgsMCO3xb,761,Review\r\n\r\nThis video presents one of the neurodegenerative diseases - Alzheimer's.,,57c6515c1a4f528e46bc4708,,
Hydrocephalus,hydrocephalus,ryC8xjMC_3x-,2808,"Hydrocephalus literally means water in head. It is the excessive accumulation of the fluids in the brain cavities. It can either be due to increased production (rare), reduced flow (common), or impaired reabsorption (less common).",,57c6515c1a4f528e46bc4708,,
"(Webinar) EKG Leads and Normal Waveform",webinar-ekg-leads-and-normal-waveform,By1PgizRO3g-,4918,Dr. Syed discusses the EKG leads and normal waveform.\r\n\r\n{article:https://articles.drbeen.com/2016/05/22/electrocardiogram-clinical-review/},[  ],57c6515c1a4f528e46bc4708,,
Atrial and Junctional Premature Beats,atrial-and-junctional-premature-beats,SyxDxoMA_hxb,832,Dr. Syed presents the first session in the series of supraventricular extrasystole.\r\n\r\nTopics covered are:\r\n\r\nAtrial Premature Beat/Premature Atrial Contraction (PAC)\r\n\r\nJunctional Premature Beat\r\n\r\nDifference between the Junctional Premature Beat and the Junctional Escape Beat\r\n\r\nBlocked Atrial Premature Beat,[  ],57c6515c1a4f528e46bc4708,,
Atrial Flutter,atrial-flutter,S1WDeozAuhgZ,1948,Dr. Syed presents following topics about Atrial Flutter\r\n\r\n1. Definition and difference from atrial tachycardia.\r\n\r\n2. Types of Atrial Flutter (Typical and atypical.)\r\n\r\n3. EKG changes.\r\n\r\n4. Interpreting atrial flutter on an EKG.\r\n\r\n5. Pathogenesis.\r\n\r\n6. Clinical presentation.\r\n\r\n7. Management:\r\n\r\n    a) Pharmacological\r\n\r\n    b) Cardioversion\r\n\r\n    c) Pacing\r\n\r\n    d) Radiofrequency ablation,[  ],57c6515c1a4f528e46bc4708,,
Cranial Nerve Discussion,cranial-nerve-discussion,HJfvxjMROneZ,4794,Cranial nerve clinical cases.,,57c6515c1a4f528e46bc4708,,
Respiratory System Webinar,respiratory-system-webinar,H1mveiM0uhlb,5041,,[  ],57c6515c1a4f528e46bc4708,,
Chest X-Ray,chest-x-ray,HyVDgofRuneZ,5553,Dr. Syed presents the fundamentals of the chest x-ray to MSAI students.,,57c6515c1a4f528e46bc4708,,
Respiratory System Gas Exchange,respiratory-system-gas-exchange,HJBveoGAu3xW,12509,Respiratory interface\r\nAlveolar Pressure\r\nAlveolar Gas Equation\r\nPerfusion\r\nDiffusion\r\nA-a gradient\r\nGas transport,,57c6515c1a4f528e46bc4708,,
Chest X-Ray Mnemonics,chest-x-ray-mnemonics,ryUDgofCO3e-,32,"Chest X-Ray Interpretation\r\nBy Mir Alikhan, M.D., Pulmonologist",,5907970c59ecd70004fc2d4f,,
Fundamentals of Chest X-Ray Interpretation,fundamentals-of-chest-x-ray-interpretation,HkDDliGCd3gW,6827,"Chest X-Ray is a routine clinical investigation. It is important for healthcare professionals to be comfortable approaching and interpreting it. In this webinar, Dr. Alikhan shares his excellent method to identify key elements that are frequently encountered on the chest x-ray.",[  ],5907970c59ecd70004fc2d4f,,
A Clinical Approach to Hypoxemia/Blood Gases,a-clinical-approach-to-hypoxemiablood-gases,ryOPlsfAd2eZ,1074,Dr. Ahmed Zaafran presents\r\nClinical Hypoxemia and its causes\r\nDifferential diagnosis\r\nManagement approach,[  ],57c651631a4f528e46bc49b6,,
A Clinical Approach to Asthma,a-clinical-approach-to-asthma,HytPgsMRd3gb,2306,"Dr. Zaafran presents asthma, signs, symptoms, and treatment.",[  ],57c651631a4f528e46bc49b6,,
Upper Respiratory Tract Infections,upper-respiratory-tract-infections,S1qDeiMRdhgb,1066,"Mir Alikhan MD, Pulmonologist discusses upper respiratory tract infections.",,,5907970c59ecd70004fc2d4f,
Interpretation of Pulmonary Function Tests,interpretation-of-pulmonary-function-tests,HyjPeoMC_2xZ,1408,"Mir Alikhan, MD presents pulmonary function tests.\r\n\r\nTopics discussed are:\r\n\r\nSpirogram - volumes and capacities.\r\n\r\nFlow-volume loops\r\n\r\nComponents of PFTs\r\n\r\nPattern recognition\r\n\r\nAccessory PFTs",[  ],5907970c59ecd70004fc2d4f,,
Ischemic Heart Disease: Clinical Presentation,ischemic-heart-disease-clinical-presentation,rk2vlifAu2eb,1406,Presenter: Ahmed Zaafran M.D.\r\n\r\nIn this video we discuss following topics about myocardial ischemia:\r\n\r\nCoronary blood supply vs. cardiac demand for the blood.\r\n\r\nPathophysiology and types of myocardial ischemia are discussed.\r\n\r\nRisk factors.\r\n\r\nClinical Symptoms.\r\n\r\nStable vs unstable angine.,[  ],57c651631a4f528e46bc49b6,,
Ischemic Heart Disease (STEMI),ischemic-heart-disease-stemi,Hy6DljMCd3lW,1595,Presenter: Ahmed Zaafran M.D.\r\n\r\nIn this video we discuss ST elevated myocardial infarction (STEMI)\r\n\r\nDiagnosis\r\n\r\nTreatment\r\n\r\nKey Labs\r\n\r\nECG Analysis with corresponding anatomy\r\n\r\nPercutaneous coronary intervention\r\n\r\nThrombolysis,[  ],57c651631a4f528e46bc49b6,,
Overview and Management of Congestive Heart Failure,overview-and-management-of-congestive-heart-failure,HJRvgjzRO2xW,2712,By Ahmed Zaafran\r\nEtiology\r\nClasses\r\nSymptomology\r\nWork-up\r\nLabs\r\nDiagnosis\r\nTreatment,[  ],57c651631a4f528e46bc49b6,,
Diagnosis and Management of Hypertension,diagnosis-and-management-of-hypertension,rJ1_xsfRuheb,2935,"Presented by: Ahmed Zaafran, M.D.\r\nThis video presents the definition, management, and treatment of hypertension.",[  ],57c651631a4f528e46bc49b6,,
Dev Video trimmed,dev-video-trimmed,SkedeszC_heZ,387,Example video for development work. Contact nabeards before changing please!,,57c6515c1a4f528e46bc4708,,
Dev Video,dev-video,Bk-_eofAO3lZ,394,Example video for development work. Contact nabeards before changing please!,,57c6515c1a4f528e46bc4708,,
Myasthenia Gravis,myasthenia-gravis,HyMuxjGCu2lb,1326,Dr. Syed presents Myyasthenia Gravis.\r\n\r\nClinical vignette\r\n\r\nPresentation\r\n\r\nPathophysiology\r\n\r\nDiagnosis\r\n\r\nTreatment\r\n\r\nDifferential\r\n\r\nContraindicated medications for myasthenia patients,,57c6515c1a4f528e46bc4708,,
Bell's Palsy,bells-palsy,rJX_lsMCuhl-,1439,Dr. Syed discusses clinical aspects of the Bell's Palsy.\r\nFacial nerve circuit.\r\nUpper motor vs. lower motor neuron lesions in the context of the Bell's palsy.\r\nDifferential diagnosis.\r\nDifferentiating between the stroke and Bell's Palsy\r\nClinical Presentation\r\nPrognosis\r\nTreatment options,,57c6515c1a4f528e46bc4708,,
Introduction to Peripheral Nerve Disorders,introduction-to-peripheral-nerve-disorders,rkN_loGRd3xb,2663,Dr. Syed starts the series about the peripheral nerve disorders with this foundational lecture. In this lecture Dr. Syed presents:\r\n\r\nStructure of a neuron\r\n\r\nStructure and composition of a peripheral nerve\r\n\r\n6 principle categories of the nerve pathology\r\n\r\n6 medical terms to depict nerve disorders\r\n\r\n6 causative agents of the nerve disorders,[  ],57c6515c1a4f528e46bc4708,,
MSAI Series: Spinal Cord Lesions,msai-series-spinal-cord-lesions,rkHdeozAuneb,6170,Dr. Mobeen Syed presents the spinal cord lesions to MSAI students.,,57c6515c1a4f528e46bc4708,,
Multiple Sclerosis (In Spanish),multiple-sclerosis-in-spanish,HJIdxifAuneZ,2286,Dr. Villoslada presents multiple sclerosis (MS). Following topics are covered.\r\nClinical picture\r\nEpidemiology\r\nPathophysiology\r\nPathogenesis\r\nDiagnosis\r\nTreatment,,,,
Acute ST Elevation MI during Non-Cardiac Surgery,acute-st-elevation-mi-during-non-cardiac-surgery,r1wOgiz0Ohxb,2078,Dr. Travkina presents following topics:\r\nHow to manage these patients intraoperatively?\r\nHow to prevent these situations by risk stratifying a patient pre-operatively?\r\nA case based discussion for pre-operative cardiac risk assessment.,[  ],590796e859ecd70004fc2d4e,,
Takotsubo: A case of Heart Failure,takotsubo-a-case-of-heart-failure,B1dulsMC_3gb,1705,Dr. Travkina presents a case about Takotsubo.\r\nTakotsubo cardiomyopathy.\r\nIntracranial pathophysiology\r\nShe discusses the course of action in the operating room.\r\nPACU\r\nICU management\r\nTreatment,[  ],590796e859ecd70004fc2d4e,,
Obstructive Lung Disease and COPD,obstructive-lung-disease-and-copd,r1tdlsMROngW,2332,Dr. Alikhan presents obstructive lung diseases.\r\nDefining obstruction.\r\nObstructive pattern.\r\nPFT findings.\r\nClassification\r\nUncontrolled vs exacerbation.\r\nDiagnostics\r\nTreatment\r\nClinical features.\r\nCauses of COPD\r\nCOPD staging\r\nCOPD Treatment\r\nAcute exacerbation of COPD,[  ],5907970c59ecd70004fc2d4f,,
Atypical Urinary Tract Infections: Common Challenges and Solutions,atypical-urinary-tract-infections-common-challenges-and-solutions,S1cdgjzCdhgW,6697,"Dr. Amr Madkour presents atypical cases of the urinary tract infections, diagnosis, treatment approach, and cases.",[  ],580fdb2fd782640018cb581a,,
MSAI Session: Chest X-Ray Podcast,msai-session-chest-x-ray-podcast,HksdlofRd2lb,5520,Dr. Syed presents fundamentals of the chest x-ray for MSAI students.,,57c6515c1a4f528e46bc4708,,
Clinical Aspects of Hemolytic Anemia,clinical-aspects-of-hemolytic-anemia,Hk3dejGA_2eb,3587,"Tabraiz Mohammed, MD, Hematologist/Oncologist presents an excellent talk on the hemolytic anemia. Following topics are covered:\r\n\r\nHemolysis\r\n\r\nDefective Hemoglobin\r\n\r\nAbnormal RBC Membrane\r\n\r\nAbnormal Enzymes\r\n\r\nOther pathologies",[  ],590796a659ecd70004fc2d4c,,
Irritable Bowel Disease,irritable-bowel-disease,BJ6_ejGC_2e-,2238,"Sameer Islam MD discusses the Ulcerative colitis and Crohn's disease. He presents epidemiology, symptoms, diagnosis, treatment and extraintestinal manifestations.",[  ],590796c759ecd70004fc2d4d,,
Primary Care: Prescription Writing,primary-care-prescription-writing,r1COesMR_nxZ,3776,Presented for the NP and PA students.,,57c6515c1a4f528e46bc4708,,
Mindfulness Session 1,mindfulness-session-1,S1kKgjzAOnxZ,4925,Micah Anderson presents the importance of mindfulness.\r\nAn exercise to practice daily.,[  ],590797f359ecd70004fc2d52,,
Left Heart Failure: Compliance Changes,left-heart-failure-compliance-changes,BJgtxjfRdnl-,503,This video expands on reduction of compliance during left heart failure. A more in depth look at concentric and eccentric hypertrophy as a response to the stress induced.,,57c6515c1a4f528e46bc4708,,
Left Heart Failure: Contractility Changes,left-heart-failure-contractility-changes,r1ZtxoMA_hgb,514,"In this video, we look at Left Heart failure and how reduced contractility (The ability of the myocardium to function as a pump and eject blood) plays a role in its Pathogenesis.",,57c6515c1a4f528e46bc4708,,
Left Heart Failure: Pathogenesis,left-heart-failure-pathogenesis,S1MYljz0unl-,343,In this video we explore the pathogenesis of left ventricular heart failure: reduced compliance reduced contractility.,,57c6515c1a4f528e46bc4708,,
Systolic vs. Diastolic Dysfunction,systolic-vs-diastolic-dysfunction,BkmFloMCO2eb,624,This video looks how we can identify systolic an diastolic left heart failure through mathematical representation.,,57c6515c1a4f528e46bc4708,,
Introduction of Left vs. Right Heart Failure,introduction-of-left-vs-right-heart-failure,rJ4KxozC_2e-,299,This video presents following topics about the left heart failure: Statistics of this leading cause of death. Definition of backward vs forward and systolic vs diastolic failures,,57c6515c1a4f528e46bc4708,,
Compensatory Mechanisms of right heart failure,compensatory-mechanisms-of-right-heart-failure,SJSYeofC_3gb,303,This video presents following topics about the right heart failure: Definition Causes Morphology Clinical points Compensatory mechanisms,,57c6515c1a4f528e46bc4708,,
What happens clinically during right heart failure?,what-happens-clinically-during-right-heart-failure,rJUFgifCd3gZ,390,This video presents following topics about the right heart failure: Definition Causes Morphology Clinical points Compensatory mechanisms,,57c6515c1a4f528e46bc4708,,
Pathogenesis of Right heart failure: Mechanisms of exacerbation,pathogenesis-of-right-heart-failure-mechanisms-of-exacerbation,HkDtlsMR_hgb,409,This video presents following topics about the right heart failure: Definition Causes Morphology Clinical points Compensatory mechanisms,,57c6515c1a4f528e46bc4708,,
Right Heart Failure: is it backward or forward failure?,right-heart-failure-is-it-backward-or-forward-failure,Sk_FxoGRu3g-,106,This video is part of the right heart failure lecture that presents the Definition Causes Morphology Clinical points Compensatory mechanisms,,57c6515c1a4f528e46bc4708,,
Right Heart Failure (part 1),right-heart-failure-part-1,B1YFesM0uhlW,355,This video presents following topics about the right heart failure: Definition Causes Morphology Clinical points Compensatory mechanisms,,57c6515c1a4f528e46bc4708,,
Atherosclerosis:Cellular Events (Part 3),atherosclerosiscellular-events-part-3,S1cKljzAO2l-,317,"Mechaisms of the atherosclerotic plaque development.\r\n\r\nInitiation, progression, and complications of the atherosclerosis.",,57c6515c1a4f528e46bc4708,,
Atherosclerosis:Cellular Events (Part 2),atherosclerosiscellular-events-part-2,SJiKljzRuheb,600,Continuing the discussion of cellular events involved in atherosclerosis.,,57c6515c1a4f528e46bc4708,,
Atherosclerosis:Cellular Events (Part 1),atherosclerosiscellular-events-part-1,HJ2YgofAO3eZ,500,Dr. Syed continues the discussion of the atherosclerosis pathogenesis.,,57c6515c1a4f528e46bc4708,,
Pathophysiology of the Heart Failure (Part 1),pathophysiology-of-the-heart-failure-part-1,By6YgjzAdnxW,601,This video presents following topics about the left heart failure: Statastics of this leading cause of death. Definition Why is it called congestive heart failure? Pathogenesis: reduced compliance reduced contractility. Findings Clinical signs and symptoms,,57c6515c1a4f528e46bc4708,,
A Preview of Sepsis and Septic Shock: Diagnosis and Management,a-preview-of-sepsis-and-septic-shock-diagnosis-and-management,SyCFxszCO2lb,104,"Dr. Luis A. Verduzco\r\n\r\nIntensivist, Anaesthesiologist\r\n\r\nDr. Verduzco presents the diagnosis, labs, pathophysiology, and management of sepsis and septic shock.",[  ],57c6515d1a4f528e46bc47b2,,
Introduction to Cardiovascular Pathology,introduction-to-cardiovascular-pathology,HkJqgiM0_hx-,107,,,57c6515c1a4f528e46bc4708,,
Cardiovascular Physiology: Introduction,cardiovascular-physiology-introduction,S1x5lifA_3gZ,121,,,57c6515c1a4f528e46bc4708,,
Cardiovascular Embryology: Introduction,cardiovascular-embryology-introduction,Hy-cgjfAuhlW,56,,,57c6515c1a4f528e46bc4708,,
Intro to CVS,intro-to-cvs,ByMqesG0O2gW,177,,,57c6515c1a4f528e46bc4708,,
"(Duplicate) Pharyngeal Arch Arteries",duplicate-pharyngeal-arch-arteries,rkm5gizCu3gZ,1092,Embryology and fate of the pharyngeal arch artries.,,57c6515c1a4f528e46bc4708,,
Bacterial Nomenclature,bacterial-nomenclature,HyVclsf0dhgZ,394,This lecture presents the nomenclature based on bacterial shape size and arrangement.,,57c6515c1a4f528e46bc4708,,
Video mnemonic for alpha hemolytic streptococci,video-mnemonic-for-alpha-hemolytic-streptococci,HJBclsfAOhlW,501,This video is first in the series of videos presenting bacterial lab algorithm. Recalling the pathogens will become a breeze! Video presents characteristics of alpha hemolytic streptococci. Their bile and optochin solubility main metabolic properties tissues infected and pathologies caused. Video covers S. Viridans and S. Pneumoniae (Pneumococci),,57c6515c1a4f528e46bc4708,,
Pneumococcus,pneumococcus,SkL9giGCdhx-,1083,This lecture presents visual memory aid for Pneumococcus identification virulance factors diseases and treatment.,,57c6515c1a4f528e46bc4708,,
Podcast - Managing Type II Diabetes Mellitus (Fable 7),podcast-managing-type-ii-diabetes-mellitus-fable-7,S1w5gsGR_heb,2856,,,57c6515c1a4f528e46bc4708,,
Podcast - Managing Type II Diabetes Mellitus (Fable 6),podcast-managing-type-ii-diabetes-mellitus-fable-6,SJdcgoG0_2xb,2651,,,57c6515c1a4f528e46bc4708,,
Podcast for Sepsis and Septic Shock,podcast-for-sepsis-and-septic-shock,SyF5xiMAd2lZ,6180,"Dr. Luis A. Verduzco\n\nIntensivist, Anaesthesiologist\n\nDr. Verduzco presents the diagnosis, labs, pathophysiology, and management of sepsis and septic shock.",,57c6515c1a4f528e46bc4708,,
Blood Transfusion Reactions: (Part 1),blood-transfusion-reactions-part-1,HJq5xoMC_heZ,841,,,57c6515c1a4f528e46bc4708,,
Blood Transfusion Reactions: (Part 2),blood-transfusion-reactions-part-2,BJoqeoM0u2x-,969,,,57c6515c1a4f528e46bc4708,,
Blood Transfusion Reactions: (Part 3),blood-transfusion-reactions-part-3,Sy39xjMRdnx-,1160,,,57c6515c1a4f528e46bc4708,,
Clinical Jaundice (Part 1),clinical-jaundice-part-1,ryaqxifRu3gb,1975,,,57c6515c1a4f528e46bc4708,,
Clinical Jaundice (Part 2),clinical-jaundice-part-2,SkAqgjfAuhl-,2448,,,57c6515c1a4f528e46bc4708,,
Clinical Jaundice (Part 3),clinical-jaundice-part-3,BkksxizC_hgb,1166,,,57c6515c1a4f528e46bc4708,,
Clinical Jaundice (Part 4),clinical-jaundice-part-4,HyejxizAd2lZ,1312,Dr. Syed discusses the liver function tests.\r\n{article:https://articles.drbeen.com/2016/05/25/hepatitis-b-and-its-labs/},,57c6515c1a4f528e46bc4708,,
"(Webinar) Managing Type II Diabetes Mellitus (part 2) - podcast",webinar-managing-type-ii-diabetes-mellitus-part-2-podcast,H1bixoGCdneb,2132,Dr. Syed discusses:\r\n1. How do fats contribute to the insulin insensitivity?\r\n2. Why does eating carb cause hunger again?,,57c6515c1a4f528e46bc4708,,
History and Physical Examination Skills,history-and-physical-examination-skills,B1fjejz0OneW,4243,Dr. Zaafran presents the second session for history and physical examination. Following topics are covered.\r\nChief complaint\r\nHistory of the presenting illness\r\nPast medical history\r\nMedications\r\nMedication allergies\r\nSocial history\r\nFamily history\r\nReview of systems\r\nPhysical exams\r\nLabs and tests\r\nAssessment and plan,[  ],57c651631a4f528e46bc49b6,,
ProHealth Session 1,prohealth-session-1,B1mjesMRu2eb,7106,Dr. Syed presents management of the CHF\r\nRebecca Rogers DNP presents reduction in hospitalization.,,57c6515c1a4f528e46bc4708,,
Overview and Management of Vasculitis,overview-and-management-of-vasculitis,S1NoxozCu2gb,2273,Dr. Zaafran presents following topics:\r\nDefinitionClassificationDiagnosisTreatment,[  ],57c651631a4f528e46bc49b6,,
Perforated Ulcer,perforated-ulcer,BJSjeoGC_2xb,1216,"Hatem Abou Sayed, MD., Surgeon, and Slastic Surgeon, presents the next topic in the acute abdomen series: Perforated Ulcers.\r\n\r\nFollowing points are presented:\r\n\r\nAnatomy\r\nTypical/Acute Presentation\r\nWork up (Examination/Diagnostics)\r\nManagement",[  ],5907968859ecd70004fc2d4b,,
Acute Diverticulitis,acute-diverticulitis,B1IjgozROhx-,1325,Board certified surgeon Dr. Hatem Abou-Sayed presents:\r\nAcute Diverticulitis\r\nDiverticular Abscess,[  ],5907968859ecd70004fc2d4b,,
Chamberlain School of Nursing Week 2 (part 2),chamberlain-school-of-nursing-week-2-part-2,B1PjlsfCO2eW,6497,We discussed the following topics from the week 2 pathophysiology:\nV/Q ratios\nDeadspace\nShunt\nFEV1\nObstructive and restrictive diseases\nMechanisms of the obstructive and restrictive diseases.\nHow to identify obstructive and restrictive diseases from FEV1 and V/Q.,,57c6515c1a4f528e46bc4708,,
Chamberlain School of Nursing Week 2 (part 1),chamberlain-school-of-nursing-week-2-part-1,rydjeoMCu2xb,9874,"Capillary pressures and the factors governing these.\n\nHydrostatic Pressure\n\nOncotic Pressure\n\nAcid-Base Balance\n\nNormal values for the pH, PaCO2, HCO3-\n\nCases for acid-base\nOxygen dissociation curve",,57c6515c1a4f528e46bc4708,,
Chamberlain School of Nursing (Week 1),chamberlain-school-of-nursing-week-1,BytogiMC_hx-,7152,Dr. Syed presents a live session with the SCN students.,,57c6515c1a4f528e46bc4708,,
Spinal Cord Anatomy (Part 1),spinal-cord-anatomy-part-1,Hycjxjf0d2lb,1126,"This talk presents the anatomy of the spine with following topics:\r\n\r\nThe function of the spinal column.\r\n\r\nParts of the spinal column.\r\n\r\nNumber of the cervical, thoracic, lumbar, sacral, and coccygeal vertebrae.\r\n\r\nAnatomy of a vertebra.\r\n\r\nParts of the vertebra including the processes and articular surfaces.\r\n\r\nClinically important joints of the spinal column.\r\n\r\nA discussion of the facet joint, its pathologies, and management.\r\n\r\nPresentation of the intervertebral disc structure.\r\n\r\nA high level overview of the cervical spinal ligaments.",[  ],57c6515c1a4f528e46bc4708,,
Clinical Overview of Cervical and Lumbar Pathologies (Part 1),clinical-overview-of-cervical-and-lumbar-pathologies-part-1,rkjslsMCO3xZ,3539,Dr. Tim Wang presents:\r\nEvaluation of the cervical and lumbar pathologies.\r\nSources of the pain.\r\nHistory taking\r\nStrains and Sprains\r\nExamination\r\nDisc Herniation\r\nDisc Degeneration\r\nNeck pain\r\nSpurling's test\r\nStraight leg raise test\r\nHoffman\r\nShoulder exam\r\nClinical Presentation\r\nRadiculopathy vs myelopathy\r\nImaging,[  ],57c651541a4f528e46bc4483,,
Clinical Overview of Cervical and Lumbar Pathologies (Part 2),clinical-overview-of-cervical-and-lumbar-pathologies-part-2,H12sgsfROnxZ,1898,"•Anatomy of the cervical, thoracic, lumbar and sacral spine including bones/joints, muscles, ligaments, spinal nerves and vasculature\r\n\r\n•Discuss the normal curvature of the spine, and identify scoliosis, kyphosis and lordosis\r\n\r\n•Identify the risk factors for a vertebral compression fracture\r\n\r\n•Differentiate spondylosis, spondylolysis and spondylolisthesis\r\n\r\n•Cite strong indicators for immediate imaging of the lumbar spine.\r\n\r\n•Acute lumbar/cervical sprain\r\n\r\n•Disc herniation\r\n\r\n•Facet arthritis/posterior element disease\r\n\r\n•Degenerative disc disease\r\n\r\n•Spinal stenosis\r\n\r\n•Cauda equina syndrome\r\n\r\nAnkylosing spondylitis",[  ],57c6515c1a4f528e46bc4708,,
Clinical Approach to the Diseases of the Spinal Column (Lecture 3),clinical-approach-to-the-diseases-of-the-spinal-column-lecture-3,Hk6jxjz0u3eZ,1340,"•Anatomy of the cervical, thoracic, lumbar and sacral spine including bones/joints, muscles, ligaments, spinal nerves and vasculature\r\n\r\n•Discuss the normal curvature of the spine, and identify scoliosis, kyphosis and lordosis\r\n\r\n•Identify the risk factors for a vertebral compression fracture\r\n\r\n•Differentiate spondylosis, spondylolysis and spondylolisthesis\r\n\r\n•Cite strong indicators for immediate imaging of the lumbar spine.\r\n\r\n•Acute lumbar/cervical sprain\r\n\r\n•Disc herniation\r\n\r\n•Facet arthritis/posterior element disease\r\n\r\n•Degenerative disc disease\r\n\r\n•Spinal stenosis\r\n\r\n•Cauda equina syndrome\r\n\r\nAnkylosing spondylitis",[  ],57c6515c1a4f528e46bc4708,,
Distal Radial Fracture,distal-radial-fracture,ryAjeifAuhlZ,3604,Dr. Tim Wang presents following topics for the distal radial fracture:\r\nAnatomy and Mechanism of Injury\r\nClinical Evaluation\r\nDiagnostic Workup\r\nAcute Management\r\nPrognosis and Return to Sport,[  ],57c651541a4f528e46bc4483,,
Acute Pancreatitis,acute-pancreatitis,S1y2lizCu2xb,1253,Acute Abdomen Series by Hatem Abu Sayed MD\r\nFollowing topics from the Acute Pancreatitis are discussed:\r\nClinical history\r\nPresentation\r\nTypical findings\r\nLab findings\r\nManagement,[  ],5907968859ecd70004fc2d4b,,
Ruptured Ovarian Cyst,ruptured-ovarian-cyst,SylhxiM0d2l-,721,Acute abdomen series by Hatem Abou-Sayed MD.\r\nDr. Tim Sayed presents following topics for the ruptured ovarian cyst.\r\nAnatomy\r\nHistory and Presentation\r\nWorkup\r\nTreatment,[  ],5907968859ecd70004fc2d4b,,
Burns: A comprehensive look at burn pathophysiology and clinical management,burns-a-comprehensive-look-at-burn-pathophysiology-and-clinical-management,SkW3lof0uneW,2867,"Ahmed Zaafran MD presents\r\nBurns\r\nTypes of burns\r\nPathophysiology\r\nFluid shifts, infections, and electrolyte imbalances\r\nDifferential diagnosis\r\nManagement",[  ],57c651631a4f528e46bc49b6,,
Mickey Tubing (part 1),mickey-tubing-part-1,ryfnxsGC_heZ,545,,,5807bb3d9df3ec00126662ed,,
Mickey Tubing (part 2),mickey-tubing-part-2,Bk7hxsM0Onx-,149,,,5807bb3d9df3ec00126662ed,,
Mickey Tubing (part 3),mickey-tubing-part-3,rkE2ejMA_3lW,133,,,5807bb3d9df3ec00126662ed,,
Surgical Considerations prior to insertion,surgical-considerations-prior-to-insertion,rkShgoMRuhxW,105,"This video discusses thoughts for consideration before your patient or family member has a Mickey Button Inserted. What medications that should be held, incisional site considerations,  site care if the incision is too large, and the importance of inflating the balloon prior to the cut to make sure it is not defective prior to surgery.",,5807bb3d9df3ec00126662ed,,
