App_#,Session_#,Activity_Title,title,
85515,1987,DrBeen's Clinical Practice Readiness Program (2019/2020),"Staphylococci properties, diseases, diagnosis, and management approach",
85515,1981,DrBeen's Clinical Practice Readiness Program (2019/2020),Staphylococcus - Superantigens,
85515,1979,DrBeen's Clinical Practice Readiness Program (2019/2020),Staphylococcus - Toxic Shock Syndrome and Its Management Duration,
85515,2029,DrBeen's Clinical Practice Readiness Program (2019/2020),Staphylococcus-Diagnosing Acute infective Endocarditis,
85515,1896,DrBeen's Clinical Practice Readiness Program (2019/2020),Steroid hormone biosynthesis (Part-1),
85515,1897,DrBeen's Clinical Practice Readiness Program (2019/2020),Steroid hormone biosynthesis (Part-2),
85515,1898,DrBeen's Clinical Practice Readiness Program (2019/2020),Steroid hormone biosynthesis (Part-3),
85515,2039,DrBeen's Clinical Practice Readiness Program (2019/2020),Streptococcus pyogenes,
85515,2046,DrBeen's Clinical Practice Readiness Program (2019/2020),Streptococcus pyogenes - Diseases and the management approaches,
85515,2001,DrBeen's Clinical Practice Readiness Program (2019/2020),Streptococcus Viridans,
85515,2038,DrBeen's Clinical Practice Readiness Program (2019/2020),Structure of the eyeball,
85515,2028,DrBeen's Clinical Practice Readiness Program (2019/2020),Substance abuse/ Alcoholism,
85515,1917,DrBeen's Clinical Practice Readiness Program (2019/2020),Surface tension and role of surfactant.,
85515,197,DrBeen's Clinical Practice Readiness Program (2019/2020),Surgical Interventions: Clinical Diagnosis and Management of Post-Operative Fever,
85515,2078,DrBeen's Clinical Practice Readiness Program (2019/2020),Suspicious lesions,
85515,715,DrBeen's Clinical Practice Readiness Program (2019/2020),"Syphilis: An introduction to etiology, diagnosis, and clinical managment",
85515,1234,DrBeen's Clinical Practice Readiness Program (2019/2020),Takotsubo: A case of Heart Failure,
85515,2064,DrBeen's Clinical Practice Readiness Program (2019/2020),The ascending tract,
85515,83,DrBeen's Clinical Practice Readiness Program (2019/2020),The Basic Eye Examination: A comprehensive overview,
85515,2066,DrBeen's Clinical Practice Readiness Program (2019/2020),The brachial plexus and the nerve lesions,
85515,2059,DrBeen's Clinical Practice Readiness Program (2019/2020),The larynx,
85515,80,DrBeen's Clinical Practice Readiness Program (2019/2020),The Most Important Disorders of the Large Bowel,
85515,1047,DrBeen's Clinical Practice Readiness Program (2019/2020),Transport of Gases,
85515,426,DrBeen's Clinical Practice Readiness Program (2019/2020),Tricuspid & Pulmonary Valve Disease,
85515,1464,DrBeen's Clinical Practice Readiness Program (2019/2020),Trigeminal Neuralgia,
85515,1088,DrBeen's Clinical Practice Readiness Program (2019/2020),Tumors of the Lungs,
85515,2024,DrBeen's Clinical Practice Readiness Program (2019/2020),Type 1 Hypersensitivity Reaction,
85515,2025,DrBeen's Clinical Practice Readiness Program (2019/2020),Type II Hypersensitivity Reactions,
85515,2026,DrBeen's Clinical Practice Readiness Program (2019/2020),Type III Hypersensitivity Reactions (part 1),
85515,1353,DrBeen's Clinical Practice Readiness Program (2019/2020),Understanding an EKG Wave,
85515,1207,DrBeen's Clinical Practice Readiness Program (2019/2020),Updates in Portal Hypertensive Bleeding,
85515,112,DrBeen's Clinical Practice Readiness Program (2019/2020),Upper Respiratory Tract Infections,
85515,673,DrBeen's Clinical Practice Readiness Program (2019/2020),Variability in Electrolytes: Managing clinical conditions,
85515,1479,DrBeen's Clinical Practice Readiness Program (2019/2020),Vascular Compliance,
85515,1984,DrBeen's Clinical Practice Readiness Program (2019/2020),Vascular Diseases (Part 1),
85515,1302,DrBeen's Clinical Practice Readiness Program (2019/2020),Vascular Resistance,
85515,1272,DrBeen's Clinical Practice Readiness Program (2019/2020),Vasculature and Perfusion of the Brain,
85515,1928,DrBeen's Clinical Practice Readiness Program (2019/2020),Ventilation perfusion ratio (Part-1),
85515,1929,DrBeen's Clinical Practice Readiness Program (2019/2020),Ventilation perfusion ratio (Part-2),
85515,953,DrBeen's Clinical Practice Readiness Program (2019/2020),Ventilation Perfusion Ratio (V/Q),
85515,2060,DrBeen's Clinical Practice Readiness Program (2019/2020),"Ventricles , CSF and meninges",
85515,573,DrBeen's Clinical Practice Readiness Program (2019/2020),Ventricles and Aorticopulmonary Septum - Review,
85515,1099,DrBeen's Clinical Practice Readiness Program (2019/2020),Ventricles and Aorticpulmonary Septum,
85515,845,DrBeen's Clinical Practice Readiness Program (2019/2020),Ventricles of the Brain,
85515,1330,DrBeen's Clinical Practice Readiness Program (2019/2020),Ventricular Action Potentials,
85515,2075,DrBeen's Clinical Practice Readiness Program (2019/2020),Warts,
85515,70,DrBeen's Clinical Practice Readiness Program (2019/2020),When do you start a patient on insulin?,
85515,1982,DrBeen's Clinical Practice Readiness Program (2019/2020),Why do superantigens cause cytokine storm?,
85515,358,DrBeen's Clinical Practice Readiness Program (2019/2020),Wolff Parkinson White Syndrome Part 1,
85515,359,DrBeen's Clinical Practice Readiness Program (2019/2020),Wolff Parkinson White Syndrome Part 2,
